Country,Region,Producer,Number_of_Bags,Country_Partner,Harvest_Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Moisture,Category_One_Defects,Quakers,Color,Category_Two_Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Weight,Colors
nicaragua,others,others,275,specialty coffee association,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,0,green,4,others,others,others,5,green
zambia,mubuyu estate,others,13,specialty coffee association,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,0,others,3,1000,1500,1250,2,bluish-green
honduras,others,others,1,specialty coffee association,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,green,0,others,others,others,2,green
taiwan,taichung xinshe 台中市新社區,chen gui jiao 陳桂嬌,35,blossom valley international,2012,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,green,0,1000,1000,1000,30,green
mexico,chiapas,varios productores,450,amecafe,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,0,green,6,1300,1300,1300,1,green
mexico,"chapulhuacan, hidalgo","ponce rubio, venancio",10,amecafe,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,0,others,7,981,981,981,1,bluish-green
mexico,"huazalingo, hidalgo","francisco saenz, fernando",10,amecafe,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,0,others,8,690,690,690,1,bluish-green
mexico,veracruz,juan hermilio sampieri carcamo,30,amecafe,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,0,green,4,1650,1650,1650,1,green
mexico,fortín de las flores,modesto landeros flores,62,amecafe,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,81.92,0.12,0,0,green,0,1000,1000,1000,1,green
brazil,grama valley,fioravante malagutti,8,nucoffee,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,81.92,0.12,0,0,green,3,1100,1100,1100,60,green
colombia,cundinamarca,exportadora de café cóndor s.a,250,almacafé,2018,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,81.92,0.09,0,0,others,1,1600,1600,1600,70,bluish-green
guatemala,oriente,jesus ramirez,25,asociacion nacional del café,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,81.83,0.1,1,0,green,1,157.8864,157.8864,157.8864,69,green
costa rica,tarrazu,manuel montero,15,specialty coffee association,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,81.83,0,1,0,green,4,1900,1900,1900,46,green
brazil,monte carmelo,helena pingnatti ricci,200,brazil specialty coffee association,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,81.83,0.11,0,1,green,3,973,973,973,59,green
indonesia,bali,mudar,166,specialty coffee association,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,81.83,0.11,0,1,green,0,1250,1250,1250,30,green
guatemala,norte,chapultepec,130,asociacion nacional del café,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,81.83,0.1,2,0,green,6,3280,3280,3280,69,green
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,81.83,0,0,0,green,1,1,1,1,2,green
brazil,south of minas,ipanema agrícola sa,300,brazil specialty coffee association,2015,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,81.83,0,0,0,green,0,1,1,1,2,green
myanmar,ywar ngan,u mg mg,1,coffee quality institute,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,81.83,0,0,0,green,2,4001,4001,4001,2,green
mexico,chiapas,martiniano a. moreno alvarado,250,asociación mexicana de cafés y cafeterías de especialidad a.c.,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,81.83,0.11,0,0,green,7,1350,1500,1425,2,green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,81.83,0.12,0,0,green,1,1400,1400,1400,1,green
costa rica,tres rios,jose francisco gonzalez,275,specialty coffee association of costa rica,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,81.83,0.09,0,0,green,0,1200,1400,1300,18975,green
taiwan,"dongshan dist., tainan city 臺南市東山區",lin sin ji 林信吉,8,specialty coffee association,2014,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,81.83,0,0,0,green,0,700,700,700,5,green
indonesia,lington nihuta,others,300,blossom valley international,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,81.83,0.11,2,0,others,6,1300,1300,1300,10,bluish-green
malawi,kakoma,mzuzu coffee coop union,24,africa fine coffee association,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,81.83,0.13,0,0,green,0,1556,1556,1556,60,green
brazil,south of minas,ipanema agrícola sa,320,specialty coffee association,2014,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,81.83,0.11,0,0,green,0,1100,1100,1100,2,green
honduras,comayagua,"tomás sosa, juan damaso",275,instituto hondureño del café,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,81.83,0.1,0,0,green,4,1350,1350,1350,1,green
mexico,"siltepec el triunfo, chiapas, mexico",various small producers,280,specialty coffee association,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,81.83,0.11,0,0,green,0,1550,1550,1550,2,green
colombia,huila,la plata,50,almacafé,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,81.83,0,2,0,bluish-green,0,1600,1950,1775,70,bluish-green
united states (hawaii),kona,others,19,specialty coffee association,2012,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,81.83,0,1,0,bluish-green,1,others,others,others,100,bluish-green
brazil,sul de minas,nazareth dias pereira,300,specialty coffee association,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,81.83,0.12,0,0,bluish-green,0,1250,1250,1250,60,bluish-green
guatemala,oriente,luis rodriguez,250,asociacion nacional del café,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,81.83,0.11,0,0,green,1,1310.64,1310.64,1310.64,69,green
mexico,veracruz,maria magdalena luethje y gris,302,amecafe,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,81.83,0.12,0,0,green,2,1500,1500,1500,1,green
mexico,coatepec,jorge francisco martinez hachity,15,amecafe,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,81.83,0.12,0,0,green,10,1250,1250,1250,1,green
brazil,cerrado,marilsa de fatima peternela,58,nucoffee,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,81.83,0.02,0,0,others,2,900,950,925,60,bluish-green
colombia,huila,others,250,almacafé,1t,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,81.83,0.05,0,0,others,0,1600,1800,1700,70,bluish-green
united states (hawaii),kona,others,30,specialty coffee association,others,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,81.83,0.02,3,0,others,12,others,others,others,0,bluish-green
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,81.75,0.11,0,1,green,1,1700,1700,1700,69,green
vietnam,vietnam,richard yeh,1,specialty coffee association,2014,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,81.75,0.12,0,0,bluish-green,0,1040,1040,1040,2,bluish-green
"tanzania, united republic of",ngorogoro,ngorogoro convenant estate,1,africa fine coffee association,2014,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,bluish-green,4,1500,1700,1600,60,bluish-green
brazil,others,others,1,specialty coffee association,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,81.75,0.1,0,0,bluish-green,1,others,others,others,5,bluish-green
mexico,"tenango de doria, hidalgo","perez lemus, felix",10,amecafe,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,81.75,0.13,2,0,others,9,774,774,774,1,bluish-green
mexico,tepictla,sergio landa alarcon,100,amecafe,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,81.75,0.13,0,0,green,23,1250,1250,1250,1,green
mexico,oaxaca,"cenen torres cortes, avelino tores cortes, juan ventura guzman",42,amecafe,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,81.75,0.11,0,0,green,1,1100,1100,1100,1,green
mexico,la concordia,armando luis pohlenz martinez,250,amecafe,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,81.75,0.12,10,0,green,14,1550,1550,1550,1,green
mexico,la concordia,graciela aguilar peralta,28,amecafe,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,81.75,0.12,0,0,others,1,1650,1650,1650,1,bluish-green
colombia,huila,others,250,almacafé,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,81.75,0,0,0,green,1,1750,1750,1750,70,green
colombia,huila,la plata,275,almacafé,mayo a julio,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,81.75,0.08,0,0,others,0,1600,1950,1775,70,bluish-green
brazil,south of minas,ipanema agricola s.a,320,brazil specialty coffee association,2017,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,81.67,0.11,0,0,green,5,890,890,890,60,green
guatemala,san marcos,angel de leon,50,asociacion nacional del café,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,81.67,0.1,0,0,green,1,1700,1700,1700,69,green
guatemala,santa rosa,jesus ramirez,80,asociacion nacional del café,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,81.67,0.12,0,1,green,3,1219.2,1219.2,1219.2,69,green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,bluish-green,2,1450,1450,1450,69,bluish-green
"tanzania, united republic of",mbinga,ngima amcos,320,tanzanian coffee board,2016,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,green,1,1800,1800,1800,60,green
nicaragua,jinotega,rolando lacayo cardenal,275,instituto hondureño del café,others,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,green,1,others,others,others,69,green
colombia,la plata,others,165,almacafé,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,others,1,others,others,others,70,bluish-green
brazil,south of minas,ipanema agrícola sa,320,brazil specialty coffee association,2015,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,green,0,1,1,1,2,green
"tanzania, united republic of",mbinga,dae ltd,20,africa fine coffee association,2014,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,green,0,1200,1800,1500,60,green
"tanzania, united republic of","ilomba vilage, mbozi",tembo coffee company ltd,10,africa fine coffee association,2013,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,green,7,1700,1700,1700,60,green
brazil,south of minas,ipanema agrícola sa,300,specialty coffee association,2014,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,green,2,1260,1260,1260,2,green
indonesia,bener meriah,others,320,specialty coffee association,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,bluish-green,0,others,others,others,4,bluish-green
honduras,comayagua,"tomás sosa, juan damaso",275,instituto hondureño del café,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,green,5,1400,1400,1400,1,green
costa rica,tarrazu,martin gutierrez,275,specialty coffee association of costa rica,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,green,3,1850,1850,1850,69,green
mexico,veracruz,huatusco,320,specialty coffee association,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,green,4,others,others,others,5,green
taiwan,changhua baguashan 彰化市八卦山,zhang ming fu 張明福,10,blossom valley international,2013,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,green,0,150,150,150,30,green
taiwan,nantou,wu cai jin 吳蔡錦,10,blossom valley international,2013,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,green,0,750,750,750,30,green
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,green,6,1400,1400,1400,1,green
guatemala,jalapa,"cafe molino monterroso p,j. roberto",275,asociacion nacional del café,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,green,4,1676.4,1828.8,1752.6,69,green
mexico,tuxtla gutierrez,productora agricola y ganadera finca la suiza,100,amecafe,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,green,13,1650,1650,1650,1,green
mexico,yajalon,maya binik,15,amecafe,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,green,4,1400,1400,1400,1,green
mexico,veracruz,cesar santiz lopez,275,amecafe,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,green,2,1200,1200,1200,1,green
mexico,"la concordia, chiapas",octavio moguel farrera,250,amecafe,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,green,2,1400,1400,1400,1,green
mexico,"sacún palma, municipio de chilón, chiapas",armando gutierez guzmán,12,amecafe,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,green,4,940,940,940,1,green
united states (hawaii),kona,others,13,specialty coffee association,2012,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,green,1,others,others,others,100,green
honduras,western region,cafes finos de corquin,275,instituto hondureño del café,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,bluish-green,3,1200,1200,1200,69,bluish-green
guatemala,huehuetenango,"agricola el pilar, sa.",25,asociacion nacional del café,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,green,0,190164,190164,190164,69,green
taiwan,natou county,蘇晉寬 su jin kuan,20,specialty coffee association,2016,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,bluish-green,0,800,800,800,50,bluish-green
costa rica,turrialba,cafetalera aquiares,250,specialty coffee association of costa rica,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,green,1,13,13,13,69,green
"tanzania, united republic of","oldeani , mongola",acacia hills ltd,100,africa fine coffee association,2014,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,green,5,1800,1800,1800,60,green
malawi,mzuzu,mzuzu coffee coop union,10,africa fine coffee association,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,green,0,1100,1100,1100,60,green
taiwan,natou county,chiu wei lun 邱偉倫,50,specialty coffee association,2014,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,others,0,850,850,850,20,bluish-green
brazil,south of minas,ipanema coffees,300,nucoffee,2013,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,bluish-green,3,1260,1260,1260,60,bluish-green
guatemala,oriente,roberto monterroso,250,asociacion nacional del café,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,green,1,1310.64,1310.64,1310.64,69,green
mexico,"la concordia, chiapas",union ramal santa cruz,310,amecafe,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,green,9,1400,1400,1400,1,green
mexico,la concordia,luis antonio lopez aguilar,28,amecafe,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,others,0,1600,1600,1600,1,bluish-green
mexico,la concordia,enrique eduardo lopez aguilar,28,amecafe,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,others,2,1650,1650,1650,1,bluish-green
thailand,"doi chaang village, chiang rai, thialand",doi chaang community enterprise piko,12,specialty coffee association,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,others,0,1499.9208,1499.9208,1499.9208,50,bluish-green
thailand,others,others,1,specialty coffee association,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,others,0,others,others,others,60,bluish-green
costa rica,tarrazu,coopetarrazu,1,specialty coffee association,others,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,others,1,1371.6,1828.8,1600.2,60,bluish-green
guatemala,santa rosa,otto becker,50,asociacion nacional del café,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,green,0,1219.2,1219.2,1219.2,69,green
nicaragua,jalapa,teófilo narváez :,550,instituto hondureño del café,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,green,3,1100,1100,1100,69,green
honduras,comayagua,nahun maldonado,275,instituto hondureño del café,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,green,5,1400,1400,1400,69,green
guatemala,santa rosa,agricola monte verde,50,asociacion nacional del café,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0,green,0,others,others,others,69,green
taiwan,古坑鄉荷包村尖山坑60號,劉易騰,123,blossom valley international,2015,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,green,2,160,200,180,2,green
myanmar,ywar ngan township,genius coffee estate,1,coffee quality institute,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,green,4,1219.2,1219.2,1219.2,1,green
costa rica,occidental,beneficio la eva s.a.,250,specialty coffee association of costa rica,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,green,2,1200,1200,1200,1,green
malawi,mzuzu,mzuzu coffee coop union        ,15,africa fine coffee association,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,green,0,1599,1599,1599,60,green
guatemala,oriente,varios,250,asociacion nacional del café,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,green,0,1219.2,1219.2,1219.2,69,green
taiwan,natou county,huang mei tao 黃美桃        ,50,specialty coffee association,2014,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,bluish-green,0,900,900,900,20,bluish-green
brazil,sul de minas,maria rogeria costa pereira,300,specialty coffee association,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,green,1,1200,1200,1200,60,green
haiti,"dondon, haiti",mixed,300,specialty coffee association,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,bluish-green,0,400,1250,825,4,bluish-green
taiwan,taichung xinshe 台中市新社區,xu yuan zhang 徐源漳,5,blossom valley international,2013,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,green,0,600,600,600,30,green
mexico,"la concordia, chiapas",agroindustrias unidas de mexico sa de cv,250,amecafe,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,green,2,1150,1150,1150,1,green
mexico,amatenango de la frontera,jorge hernandez montejo,250,amecafe,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,green,5,1600,1600,1600,1,green
mexico,temaxcalapa,zenobio martinez cano,30,amecafe,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,green,10,1100,1100,1100,1,green
mexico,manzanillo,manuel duarte munguia,20,amecafe,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,green,6,1000,1000,1000,1,green
mexico,tapachula,tomas edelmann blass,50,amecafe,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,green,5,1250,1250,1250,80,green
mexico,atoyac de alvarez,maria de la paz aguilar guillen,15,amecafe,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,green,3,1100,1100,1100,1,green
indonesia,ijen,pt. perkebunan nusantara xii,10,specialty coffee association of indonesia,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,green,0,1200,1600,1400,60,green
brazil,sul de minas,nazareth dias pereira,300,nucoffee,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,bluish-green,2,125,125,125,1,bluish-green
guatemala,oriente,chiquimulja / alpha cafe / senfro,250,asociacion nacional del café,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,green,1,others,others,others,1,green
colombia,cauca,others,250,almacafé,abril ,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,others,0,1050,1850,1450,70,bluish-green
united states (hawaii),kona,others,16,specialty coffee association,others,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0,others,17,others,others,others,1,bluish-green
mexico,veracruz,cafes tomari sa de cv,200,centro agroecológico del café a.c.,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,green,17,1100,1100,1100,69,green
guatemala,san marcos,"agricola nueva granada, s.a.",450,asociacion nacional del café,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,green,0,1371.6,1371.6,1371.6,69,green
brazil,cerrado,inacio urban,300,brazil specialty coffee association,2015,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,green,2,1100,1100,1100,60,green
honduras,marcala,jose omar acosta,275,instituto hondureño del café,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,green,1,1400,1400,1400,1,green
taiwan,苗栗三灣,謝文品,10,blossom valley international,2014,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,green,0,110,110,110,60,green
malawi,mzuzu,mzuzu coffee coop union,12,africa fine coffee association,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,bluish-green,0,1422,1422,1422,60,bluish-green
brazil,south of minas,ipanema agrícola sa,320,specialty coffee association,2014,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,green,0,1100,1100,1100,2,green
guatemala,"san lucas toliman, solola","pachuj, s. a.",250,asociacion nacional del café,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,green,6,1550,1550,1550,69,green
mexico,siltepec el triunfo,various small producers,280,specialty coffee association,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,green,1,1550,1550,1550,2,green
peru,puno,others,280,specialty coffee association,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0,bluish-green,5,others,others,others,5,bluish-green
guatemala,oriente,otto becker,250,asociacion nacional del café,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,green,4,1310.64,1310.64,1310.64,69,green
mexico,"huazalingo, hidalgo","martinez bautista, nicolas",10,amecafe,2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,others,8,763,763,763,1,bluish-green
mexico,"coatepec, coatepec",maria de loudes ancira elizondo,20,amecafe,2012,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,others,1,1100,1100,1100,1,bluish-green
colombia,huila,exportadora de cafe condor s.a,250,almacafé,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,green,0,1750,1750,1750,70,green
